"ApplicationID","Hired","AgeBracket","TravelPreference","HiringDepartment","DistanceFromHome","EducationLevel","EducationField","Gender","Role","Internships","StandardHours","Summary","ExtraCurriculars"
"AA9919","No","40 and Over","Travel_Rarely","Research & Development","6","1","Medical","Male","Healthcare Representative","4","80","Recently I completed my Medical major, with a passion to work in the corporate sector. I have done  working for your company.  I have already done 4 internships, and can provide references.  As you can see, I am highly motivated  and would be a good additional at your firm.","Football"
"AA9920","No","40 and Over","Travel_Rarely","Research & Development","2","3","Life Sciences","Female","Laboratory Technician","1","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have done 1 internships, and can provide references.  As you can see, I am highly motivated  and would be a good additional at your firm.","Tennis, Tennis, Softball"
"AA9921","No","40 and Over","Non-Travel","Research & Development","2","4","Life Sciences","Male","Healthcare Representative","2","80","I am a Life Sciences education, and wish to start my career in a corporate role in the corporate sector.  I have already done 2 internships, building valuable work experience.  I am very dedicated  and I am a good match for the role.","Tennis"
"AA9922","No","Under 40","Travel_Rarely","Sales","14","3","Medical","Male","Sales Executive","3","80","Recently I completed my Medical education, and wish to start my career in a corporate role in a corporate role.  So far I have completed 3 internships, and can provide references.  As you can see, I am highly motivated  and I am a good match for the role.","Tennis"
"AA9923","Yes","40 and Over","Travel_Rarely","Research & Development","1","1","Life Sciences","Male","Research Scientist","1","80","I am a Life Sciences education, and wish to start my career in a corporate role in a corporate role.  So far I have completed 1 internships.  I am highly motivated  and I am a good match for the role.","Football, Football, Hockey"
"AA9924","No","40 and Over","Travel_Frequently","Research & Development","8","1","Life Sciences","Male","Laboratory Technician","1","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate role in the corporate sector.  I have completed 1 internships, and can provide references.  As you can see, I am a hard worker  and I am ready to start at your firm immediately.","Hockey"
"AA9925","No","40 and Over","Travel_Rarely","Research & Development","1","3","Engineering","Male","Research Scientist","2","80","Hi there. I am a Engineering education, and wish to start my career in a corporate role in the corporate sector.  I have already done 2 internships, and can provide references.  I am very dedicated  and I am ready to start at your firm immediately.","Athletics, Debating, Tennis"
"AA9926","No","40 and Over","Travel_Rarely","Research & Development","18","3","Medical","Male","Healthcare Representative","3","80","Hi there. I am a Medical education, and wish to start my career in a corporate role in the corporate sector.  I have completed 3 internships, and can provide references.  I am very dedicated  and would be a good additional at your firm.","Tennis"
"AA9927","No","40 and Over","Travel_Frequently","Sales","2","4","Medical","Male","Sales Executive","5","80","Hi there. I am a Medical education, and wish to start my career in a corporate role working for your company.  I have already done 5 internships, and can provide references.  I am very dedicated  and I am ready to start at your firm immediately.","Basketball, Debating, Basketball"
"AA9928","No","Under 40","Non-Travel","Sales","2","4","Marketing","Female","Sales Executive","7","80","Recently I completed my Marketing major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have already done 7 internships, building work experience.  I am very dedicated  and would be a good additional at your firm.","Basketball, Basketball, Soccer"
"AA9929","No","40 and Over","Travel_Rarely","Research & Development","8","5","Life Sciences","Male","Manufacturing Director","3","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  working for your company.  I have already done 3 internships.  I am a hard worker  and would be a good additional at your firm.","Tennis, Football, Rowing"
"AA9930","No","40 and Over","Travel_Rarely","Human Resources","2","3","Human Resources","Male","Human Resources","3","80","Hi there. I am a Human Resources major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have done 3 internships, building valuable work experience.  I am very dedicated  and I hope to hear from you soon.","Basketball"
"AA9931","No","Under 40","Travel_Rarely","Research & Development","19","4","Medical","Male","Manufacturing Director","9","80","Recently I completed my Medical major, with a passion to work in the corporate sector. I have done  working for your company.  I have completed 9 internships, building work experience.  I am a hard worker  and I am a good match for the role.","Hockey, Football, Tennis, Tennis, Hockey, Athletics"
"AA9932","Yes","40 and Over","Travel_Rarely","Research & Development","5","3","Medical","Male","Manager","2","80","Hi there. I am applying for a role after completing my Medical major, with a passion to work in the corporate sector. I have done  working for your company.  I have done 2 internships, and can provide references.  I am a hard worker  and I am ready to start at your firm immediately.","Debating"
"AA9933","Yes","Under 40","Travel_Frequently","Research & Development","9","4","Medical","Male","Research Scientist","8","80","Recently I completed my Medical education, and wish to start my career in a corporate role working for your company.  I have already done 8 internships, and can provide references.  As you can see, I am a hard worker  and I hope to hear from you soon.","Rowing, Tennis, Hockey"
"AA9934","No","40 and Over","Travel_Rarely","Research & Development","12","1","Life Sciences","Male","Laboratory Technician","1","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  So far I have completed 1 internships.  I am very dedicated  and would be a good additional at your firm.","Rowing"
"AA9935","No","40 and Over","Travel_Frequently","Sales","20","3","Life Sciences","Male","Sales Representative","0","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate role in the corporate sector.  I have already done 0 internships, building work experience.  As you can see, I am a hard worker  and I am a good match for the role.","Debating"
"AA9936","No","40 and Over","Travel_Rarely","Research & Development","7","4","Other","Male","Research Scientist","2","80","Hi there. I am a Other major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have done 2 internships. As you can see, I am very dedicated and I am a good match for the role.","Tennis, Hockey, Football"
"AA9937","No","40 and Over","Non-Travel","Research & Development","24","2","Engineering","Male","Healthcare Representative","1","80","Hi there. I am a Engineering major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  So far I have completed 1 internships, building work experience. As you can see, I am very dedicated and I hope to hear from you soon.","Athletics, Debating, Soccer, Basketball, Hockey, Football"
"AA9938","No","40 and Over","Travel_Rarely","Research & Development","1","3","Engineering","Male","Manufacturing Director","2","80","I am a Engineering major, with a passion to work in the corporate sector. I have done  in a corporate role.  So far I have completed 2 internships, and can provide references. As you can see, I am very dedicated and would be a good additional at your firm.","Rowing, Debating, Tennis"
"AA9939","No","40 and Over","Travel_Rarely","Research & Development","1","3","Engineering","Male","Research Director","1","80","Hi there. I am applying for a role after completing my Engineering education, and wish to start my career in a corporate role in a role in the corporate sector.  Already I have done 1 internships, building valuable work experience.  I am highly motivated  and I am a good match for the role.","Debating, Basketball, Tennis, Rowing, Hockey, Basketball"
"AA9940","Yes","40 and Over","Travel_Rarely","Research & Development","6","2","Other","Male","Laboratory Technician","1","80","Hi there. I am applying for a role after completing my Other major, with a passion to work in the corporate sector. I have done working for you in this role.  Already I have done 1 internships, and can provide references.  I am a hard worker  and I hope to hear from you soon.","Debating"
"AA9941","No","40 and Over","Travel_Frequently","Research & Development","2","4","Engineering","Male","Healthcare Representative","0","80","Hi there. I am a Engineering major, with a passion to work in the corporate sector. I have done working for you in this role.  So far I have completed 0 internships, and can provide references.  I am very dedicated  and I hope to hear from you soon.","Basketball"
"AA9942","Yes","40 and Over","Travel_Rarely","Research & Development","17","3","Engineering","Male","Laboratory Technician","5","80","Hi there. I am applying for a role after completing my Engineering education, and wish to start my career in a corporate role in the corporate sector.  I have done 5 internships, and can provide references.  I am very dedicated  and I hope to hear from you soon.","Soccer"
"AA9943","No","Under 40","Travel_Rarely","Research & Development","24","2","Life Sciences","Male","Laboratory Technician","1","80","Hi there. I am a Life Sciences education, and wish to start my career in a corporate role working for your company.  So far I have completed 1 internships, building valuable work experience.  I am a hard worker  and would be a good additional at your firm.","Basketball, Athletics, Rowing"
"AA9944","No","Under 40","Travel_Frequently","Sales","2","3","Marketing","Male","Sales Executive","2","80","I am a Marketing education, and wish to start my career in a corporate roleworking for you in this role.  I have already done 2 internships.  I am a hard worker  and I hope to hear from you soon.","Hockey"
"AA9945","No","40 and Over","Travel_Rarely","Sales","6","3","Life Sciences","Male","Manager","3","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have done 3 internships. As you can see, I am very dedicated and I am ready to start at your firm immediately.","Rowing"
"AA9946","No","40 and Over","Travel_Rarely","Research & Development","3","3","Life Sciences","Male","Research Scientist","1","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate role in the corporate sector.  I have done 1 internships, building valuable work experience.  I am very dedicated  and I am ready to start at your firm immediately.",""
"AA9947","Yes","Under 40","Travel_Rarely","Research & Development","7","2","Medical","Male","Research Director","5","80","Hi there. I am applying for a role after completing my Medical major, with a passion to work in the corporate sector. I have done  in a corporate role.  So far I have completed 5 internships.  I am a hard worker  and would be a good additional at your firm.","Debating"
"AA9948","No","40 and Over","Travel_Rarely","Sales","2","3","Other","Male","Sales Executive","1","80","Hi there. I am a Other education, and wish to start my career in a corporate roleworking for you in this role.  So far I have completed 1 internships, building work experience.  As you can see, I am highly motivated  and I am ready to start at your firm immediately.","Tennis, Rowing, Basketball, Tennis, Debating, Soccer"
"AA9949","No","Under 40","Travel_Rarely","Sales","7","4","Marketing","Male","Sales Executive","0","80","Hi there. I am applying for a role after completing my Marketing major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have done 0 internships, building valuable work experience. As you can see, I am very dedicated and I am a good match for the role.","Football"
"AA9950","No","40 and Over","Travel_Rarely","Sales","28","3","Life Sciences","Male","Sales Executive","2","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  I have completed 2 internships, and can provide references.  I am highly motivated  and I am ready to start at your firm immediately.","Basketball"
"AA9951","No","40 and Over","Travel_Rarely","Sales","16","4","Marketing","Male","Sales Executive","4","80","Hi there. I am a Marketing education, and wish to start my career in a corporate role in a role in the corporate sector.  So far I have completed 4 internships, building valuable work experience.  As you can see, I am highly motivated  and I am ready to start at your firm immediately.","Tennis, Hockey, Basketball"
"AA9952","No","40 and Over","Travel_Rarely","Research & Development","8","1","Medical","Male","Manufacturing Director","1","80","I am a Medical major, with a passion to work in the corporate sector. I have done working for you in this role.  Already I have done 1 internships, and can provide references.  I am very dedicated  and I hope to hear from you soon.","Hockey"
"AA9953","No","Under 40","Travel_Rarely","Research & Development","14","4","Medical","Male","Research Director","8","80","Hi there. I am a Medical major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have done 8 internships, and can provide references.  As you can see, I am a hard worker  and would be a good additional at your firm.","Soccer"
"AA9954","Yes","40 and Over","Travel_Rarely","Research & Development","24","3","Medical","Male","Laboratory Technician","1","80","I am a Medical major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have already done 1 internships, building valuable work experience.  I am a hard worker  and I hope to hear from you soon.","Hockey, Rowing, Tennis"
"AA9955","No","40 and Over","Travel_Rarely","Research & Development","12","1","Life Sciences","Male","Laboratory Technician","1","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have done 1 internships, and can provide references. As you can see, I am very dedicated and I hope to hear from you soon.","Tennis"
"AA9956","No","40 and Over","Travel_Rarely","Sales","2","4","Life Sciences","Male","Manager","1","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  working for your company.  Already I have done 1 internships.  As you can see, I am a hard worker  and I am a good match for the role.","Football"
"AA9957","No","40 and Over","Travel_Frequently","Sales","26","4","Marketing","Male","Sales Executive","5","80","Hi there. I am applying for a role after completing my Marketing education, and wish to start my career in a corporate role in a corporate role.  I have already done 5 internships, and can provide references. As you can see, I am very dedicated and I am a good match for the role.","Athletics"
"AA9958","No","40 and Over","Travel_Rarely","Human Resources","8","3","Life Sciences","Male","Human Resources","0","80","Recently I completed my Life Sciences major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  Already I have done 0 internships, and can provide references.  As you can see, I am highly motivated  and I am ready to start at your firm immediately.","Tennis, Debating, Football, Debating, Soccer, Basketball"
"AA9959","No","40 and Over","Travel_Rarely","Research & Development","16","4","Medical","Male","Laboratory Technician","2","80","Hi there. I am a Medical major, with a passion to work in the corporate sector. I have done  working for your company.  I have done 2 internships, building work experience.  As you can see, I am a hard worker  and I am a good match for the role.","Soccer"
"AA9960","No","40 and Over","Travel_Rarely","Research & Development","3","4","Medical","Male","Research Scientist","0","80","Hi there. I am applying for a role after completing my Medical education, and wish to start my career in a corporate role working for your company.  I have completed 0 internships.  As you can see, I am a hard worker  and I am ready to start at your firm immediately.","Soccer"
"AA9961","No","40 and Over","Travel_Rarely","Research & Development","27","3","Medical","Male","Healthcare Representative","4","80","Hi there. I am a Medical education, and wish to start my career in a corporate roleworking for you in this role.  So far I have completed 4 internships, and can provide references.  I am a hard worker  and I am ready to start at your firm immediately.",""
"AA9962","Yes","40 and Over","Travel_Rarely","Research & Development","1","4","Life Sciences","Male","Research Scientist","3","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in the corporate sector.  Already I have done 3 internships.  I am highly motivated  and I hope to hear from you soon.","Hockey"
"AA9963","No","40 and Over","Travel_Rarely","Research & Development","17","1","Medical","Male","Manufacturing Director","1","80","Recently I completed my Medical education, and wish to start my career in a corporate role in a role in the corporate sector.  Already I have done 1 internships, building valuable work experience.  I am very dedicated  and I am ready to start at your firm immediately.","Athletics, Rowing, Debating"
"AA9964","No","40 and Over","Travel_Rarely","Research & Development","1","3","Engineering","Female","Manufacturing Director","4","80","Hi there. I am a Engineering education, and wish to start my career in a corporate role working for your company.  Already I have done 4 internships.  I am very dedicated  and would be a good additional at your firm.","Tennis, Tennis, Netball"
"AA9965","No","40 and Over","Travel_Rarely","Research & Development","21","4","Life Sciences","Male","Manufacturing Director","1","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have done 1 internships, building valuable work experience.  As you can see, I am highly motivated  and I am a good match for the role.","Rowing"
"AA9966","No","40 and Over","Travel_Rarely","Human Resources","6","2","Medical","Male","Manager","1","80","Recently I completed my Medical major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have done 1 internships, building work experience.  As you can see, I am a hard worker  and would be a good additional at your firm.","Athletics, Athletics, Rowing"
"AA9967","No","40 and Over","Travel_Rarely","Sales","7","4","Medical","Male","Manager","1","80","Recently I completed my Medical major, with a passion to work in the corporate sector. I have done  working for your company.  So far I have completed 1 internships, and can provide references.  I am highly motivated  and would be a good additional at your firm.","Debating, Football, Debating"
"AA9968","Yes","40 and Over","Travel_Rarely","Research & Development","8","4","Life Sciences","Male","Research Scientist","6","80","I am a Life Sciences education, and wish to start my career in a corporate role in the corporate sector.  I have done 6 internships, and can provide references.  As you can see, I am highly motivated  and I am ready to start at your firm immediately.","Athletics, Tennis, Athletics, Tennis, Soccer, Football"
"AA9969","Yes","Under 40","Travel_Rarely","Research & Development","7","4","Medical","Male","Research Scientist","4","80","Hi there. I am a Medical education, and wish to start my career in a corporate role in a corporate role.  Already I have done 4 internships, and can provide references.  As you can see, I am highly motivated  and I am a good match for the role.","Tennis"
"AA9970","No","40 and Over","Non-Travel","Sales","2","3","Marketing","Male","Sales Executive","8","80","Recently I completed my Marketing education, and wish to start my career in a corporate role in a corporate role.  So far I have completed 8 internships.  I am a hard worker  and I am ready to start at your firm immediately.","Rowing, Basketball, Athletics"
"AA9971","No","40 and Over","Travel_Rarely","Research & Development","1","3","Life Sciences","Male","Research Scientist","1","80","Hi there. I am a Life Sciences education, and wish to start my career in a corporate role working for your company.  Already I have done 1 internships, and can provide references.  As you can see, I am highly motivated  and I hope to hear from you soon.","Athletics"
"AA9972","No","Under 40","Travel_Rarely","Sales","2","3","Medical","Male","Sales Executive","1","80","Hi there. I am applying for a role after completing my Medical major, with a passion to work in the corporate sector. I have done working for you in this role.  Already I have done 1 internships, building work experience. As you can see, I am very dedicated and I am a good match for the role.","Football"
"AA9973","No","40 and Over","Travel_Rarely","Sales","13","2","Marketing","Male","Sales Executive","3","80","Recently I completed my Marketing education, and wish to start my career in a corporate role in the corporate sector.  I have completed 3 internships, and can provide references.  As you can see, I am a hard worker  and I am ready to start at your firm immediately.","Basketball"
"AA9974","No","40 and Over","Travel_Frequently","Sales","9","2","Medical","Male","Sales Executive","0","80","Hi there. I am applying for a role after completing my Medical education, and wish to start my career in a corporate role in the corporate sector.  So far I have completed 0 internships.  I am highly motivated  and would be a good additional at your firm.","Tennis"
"AA9975","No","Under 40","Travel_Rarely","Research & Development","7","3","Medical","Male","Research Director","0","80","I am a Medical education, and wish to start my career in a corporate role in the corporate sector.  I have completed 0 internships, and can provide references.  As you can see, I am a hard worker  and I hope to hear from you soon.","Tennis"
"AA9976","No","40 and Over","Travel_Rarely","Research & Development","19","3","Life Sciences","Male","Research Scientist","1","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate role working for your company.  So far I have completed 1 internships, building work experience.  I am highly motivated  and would be a good additional at your firm.","Hockey"
"AA9977","No","Under 40","Non-Travel","Sales","9","4","Life Sciences","Male","Sales Executive","1","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have completed 1 internships, and can provide references.  As you can see, I am a hard worker  and I am a good match for the role.","Athletics"
"AA9978","No","40 and Over","Travel_Rarely","Sales","2","3","Marketing","Male","Sales Executive","4","80","Hi there. I am applying for a role after completing my Marketing major, with a passion to work in the corporate sector. I have done  in the corporate sector.  Already I have done 4 internships, building work experience.  I am a hard worker  and I am ready to start at your firm immediately.","Athletics"
"AA9979","No","Under 40","Travel_Rarely","Research & Development","4","3","Medical","Male","Healthcare Representative","9","80","Recently I completed my Medical education, and wish to start my career in a corporate role in the corporate sector.  I have done 9 internships, building valuable work experience.  I am highly motivated  and I am a good match for the role.","Football, Basketball, Rowing"
"AA9980","No","40 and Over","Travel_Rarely","Research & Development","15","3","Life Sciences","Male","Manufacturing Director","1","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate role in a corporate role.  I have completed 1 internships, building valuable work experience.  I am a hard worker  and I hope to hear from you soon.","Tennis"
"AA9981","No","Under 40","Travel_Rarely","Research & Development","4","2","Life Sciences","Male","Manager","2","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done working for you in this role.  I have completed 2 internships.  I am a hard worker  and I hope to hear from you soon.","Athletics"
"AA9982","Yes","40 and Over","Travel_Rarely","Research & Development","13","3","Medical","Male","Research Scientist","1","80","Hi there. I am applying for a role after completing my Medical major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have already done 1 internships, building valuable work experience.  I am very dedicated  and I am a good match for the role.","Football"
"AA9983","No","40 and Over","Travel_Frequently","Research & Development","6","3","Life Sciences","Male","Healthcare Representative","3","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate role in the corporate sector.  So far I have completed 3 internships, building valuable work experience.  I am a hard worker  and I am ready to start at your firm immediately.","Basketball"
"AA9984","No","40 and Over","Travel_Rarely","Research & Development","4","3","Engineering","Male","Research Scientist","1","80","Hi there. I am applying for a role after completing my Engineering education, and wish to start my career in a corporate role in the corporate sector.  Already I have done 1 internships, building valuable work experience.  I am very dedicated  and would be a good additional at your firm.","Rowing"
"AA9985","No","Under 40","Travel_Rarely","Research & Development","6","3","Medical","Female","Manager","7","80","Recently I completed my Medical education, and wish to start my career in a corporate roleworking for you in this role.  So far I have completed 7 internships. As you can see, I am very dedicated and I hope to hear from you soon.","Debating"
"AA9986","Yes","40 and Over","Travel_Frequently","Research & Development","2","4","Life Sciences","Male","Manufacturing Director","6","80","Hi there. I am a Life Sciences education, and wish to start my career in a corporate role working for your company.  I have completed 6 internships, building valuable work experience.  I am very dedicated  and I am a good match for the role.","Rowing"
"AA9987","No","Under 40","Travel_Frequently","Research & Development","28","4","Engineering","Male","Healthcare Representative","0","80","Recently I completed my Engineering major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  So far I have completed 0 internships, building valuable work experience.  I am very dedicated  and would be a good additional at your firm.","Tennis, Rowing, Hockey, Rowing, Hockey, Debating"
"AA9988","No","40 and Over","Travel_Rarely","Research & Development","2","3","Life Sciences","Male","Research Scientist","5","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  I have completed 5 internships, building valuable work experience.  As you can see, I am highly motivated  and I am a good match for the role.","Athletics, Debating, Hockey"
"AA9989","No","40 and Over","Travel_Rarely","Research & Development","3","3","Engineering","Male","Research Scientist","5","80","Recently I completed my Engineering major, with a passion to work in the corporate sector. I have done working for you in this role.  I have already done 5 internships, building work experience.  I am highly motivated  and would be a good additional at your firm.","Soccer, Debating, Rowing"
"AA9990","No","40 and Over","Travel_Rarely","Research & Development","2","3","Medical","Male","Research Scientist","0","80","I am a Medical education, and wish to start my career in a corporate role in the corporate sector.  I have already done 0 internships, building work experience.  I am very dedicated  and I am ready to start at your firm immediately.","Tennis"
"AA9991","No","40 and Over","Travel_Frequently","Research & Development","2","1","Engineering","Male","Research Scientist","1","80","I am a Engineering education, and wish to start my career in a corporate role in the corporate sector.  I have completed 1 internships, and can provide references.  As you can see, I am a hard worker  and I hope to hear from you soon.","Tennis"
"AA9992","No","40 and Over","Travel_Rarely","Sales","8","4","Life Sciences","Female","Sales Representative","1","80","Recently I completed my Life Sciences major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have already done 1 internships, building work experience.  I am very dedicated  and I am a good match for the role.","Basketball"
"AA9993","No","Under 40","Travel_Rarely","Research & Development","18","4","Life Sciences","Male","Research Scientist","6","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  working for your company.  I have completed 6 internships, and can provide references.  I am very dedicated  and would be a good additional at your firm.","Basketball"
"AA9994","No","40 and Over","Non-Travel","Research & Development","9","4","Other","Male","Laboratory Technician","3","80","I am a Other major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have done 3 internships.  I am a hard worker  and I am a good match for the role.","Debating"
"AA9995","No","Under 40","Travel_Rarely","Sales","9","3","Marketing","Male","Sales Executive","4","80","I am a Marketing education, and wish to start my career in a corporate role in the corporate sector.  Already I have done 4 internships, building valuable work experience. As you can see, I am very dedicated and I am a good match for the role.","Football, Rowing, Tennis, Tennis, Football, Soccer"
"AA9996","No","40 and Over","Travel_Rarely","Research & Development","1","4","Engineering","Male","Research Scientist","6","80","Hi there. I am applying for a role after completing my Engineering major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have completed 6 internships, building valuable work experience.  I am highly motivated  and I am a good match for the role.","Tennis, Soccer, Debating"
"AA9997","Yes","40 and Over","Non-Travel","Sales","1","5","Medical","Male","Sales Executive","4","80","I am a Medical major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  Already I have done 4 internships, and can provide references.  As you can see, I am a hard worker  and I am ready to start at your firm immediately.","Soccer, Tennis, Rowing"
"AA9998","No","40 and Over","Travel_Rarely","Sales","11","3","Medical","Female","Sales Representative","8","80","Hi there. I am applying for a role after completing my Medical major, with a passion to work in the corporate sector. I have done  in a corporate role.  Already I have done 8 internships.  I am very dedicated  and would be a good additional at your firm.","Softball"
"AA9999","No","40 and Over","Travel_Rarely","Research & Development","9","1","Medical","Male","Laboratory Technician","1","80","Recently I completed my Medical education, and wish to start my career in a corporate role in the corporate sector.  So far I have completed 1 internships, building work experience. As you can see, I am very dedicated and would be a good additional at your firm.","Rowing"
"AA10000","No","40 and Over","Travel_Rarely","Research & Development","8","2","Medical","Male","Research Scientist","5","80","I am a Medical education, and wish to start my career in a corporate role in a role in the corporate sector.  I have completed 5 internships.  I am very dedicated  and would be a good additional at your firm.","Football"
"AA10001","No","Under 40","Travel_Rarely","Sales","2","4","Life Sciences","Male","Manager","0","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  Already I have done 0 internships, building work experience.  I am a hard worker  and I am ready to start at your firm immediately.","Debating"
"AA10002","No","40 and Over","Travel_Rarely","Sales","4","1","Marketing","Male","Sales Executive","1","80","I am a Marketing major, with a passion to work in the corporate sector. I have done  in the corporate sector.  So far I have completed 1 internships, building valuable work experience.  As you can see, I am a hard worker  and I am a good match for the role.",""
"AA10003","No","Under 40","Travel_Rarely","Research & Development","3","4","Other","Male","Manager","4","80","Hi there. I am applying for a role after completing my Other major, with a passion to work in the corporate sector. I have done working for you in this role.  I have completed 4 internships, building work experience. As you can see, I am very dedicated and I am ready to start at your firm immediately.","Debating"
"AA10004","No","40 and Over","Travel_Rarely","Research & Development","10","3","Life Sciences","Male","Research Scientist","6","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have completed 6 internships.  I am very dedicated  and would be a good additional at your firm.","Debating, Basketball, Hockey"
"AA10005","No","40 and Over","Travel_Rarely","Research & Development","1","2","Life Sciences","Male","Research Scientist","1","80","I am a Life Sciences major, with a passion to work in the corporate sector. I have done  working for your company.  Already I have done 1 internships, and can provide references.  I am very dedicated  and I am ready to start at your firm immediately.",""
"AA10006","No","40 and Over","Travel_Rarely","Research & Development","7","3","Medical","Male","Research Director","0","80","Hi there. I am applying for a role after completing my Medical major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have done 0 internships, building work experience. As you can see, I am very dedicated and would be a good additional at your firm.","Tennis"
"AA10007","No","40 and Over","Travel_Rarely","Research & Development","6","1","Life Sciences","Male","Research Scientist","0","80","I am a Life Sciences education, and wish to start my career in a corporate roleworking for you in this role.  Already I have done 0 internships, and can provide references.  I am highly motivated  and I am ready to start at your firm immediately.","Athletics"
"AA10008","No","Under 40","Travel_Rarely","Sales","4","4","Marketing","Male","Sales Executive","7","80","Hi there. I am a Marketing education, and wish to start my career in a corporate role in the corporate sector.  Already I have done 7 internships, building valuable work experience.  I am a hard worker  and I am ready to start at your firm immediately.","Tennis"
"AA10009","No","40 and Over","Non-Travel","Research & Development","3","2","Medical","Male","Research Scientist","1","80","I am a Medical education, and wish to start my career in a corporate role in a role in the corporate sector.  I have completed 1 internships.  As you can see, I am a hard worker  and I am a good match for the role.","Hockey"
"AA10010","No","40 and Over","Travel_Rarely","Sales","2","4","Marketing","Male","Sales Executive","1","80","Recently I completed my Marketing education, and wish to start my career in a corporate role in a corporate role.  I have already done 1 internships, building valuable work experience. As you can see, I am very dedicated and I am ready to start at your firm immediately.","Soccer"
"AA10011","Yes","Under 40","Non-Travel","Research & Development","23","3","Medical","Male","Laboratory Technician","4","80","Recently I completed my Medical education, and wish to start my career in a corporate role in a corporate role.  I have done 4 internships.  I am a hard worker  and would be a good additional at your firm.","Hockey"
"AA10012","No","Under 40","Travel_Frequently","Sales","3","3","Medical","Male","Sales Executive","9","80","I am a Medical education, and wish to start my career in a corporate role in the corporate sector.  I have completed 9 internships.  I am highly motivated  and I hope to hear from you soon.","Football"
"AA10013","No","40 and Over","Travel_Rarely","Sales","17","4","Life Sciences","Male","Sales Executive","3","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  working for your company.  I have done 3 internships, building valuable work experience.  I am a hard worker  and I hope to hear from you soon.","Rowing"
"AA10014","No","40 and Over","Travel_Rarely","Research & Development","8","2","Life Sciences","Male","Research Director","0","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have completed 0 internships, and can provide references.  I am very dedicated  and I hope to hear from you soon.","Hockey"
"AA10015","Yes","Under 40","Travel_Rarely","Sales","2","3","Medical","Male","Sales Executive","1","80","Hi there. I am applying for a role after completing my Medical major, with a passion to work in the corporate sector. I have done  in the corporate sector.  So far I have completed 1 internships, and can provide references.  As you can see, I am highly motivated  and would be a good additional at your firm.","Tennis"
"AA10016","No","40 and Over","Travel_Frequently","Research & Development","18","4","Life Sciences","Male","Healthcare Representative","1","80","I am a Life Sciences education, and wish to start my career in a corporate role working for your company.  I have already done 1 internships, and can provide references.  As you can see, I am highly motivated  and I am ready to start at your firm immediately.","Debating, Basketball, Hockey"
