id,name,description,neighborhood_overview,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_verifications,host_has_profile_pic,host_neighbourhood,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,reviews_per_month
42939188,The Mono | 3 BR Luxe Suite with Sunny Backyard Terrace,"Experience the Big Easy in this artsy yet minimalistic space. This 3 bed/2 bath home will ensure a cozy stay and is a short drive to the French Quarter. The apartment blends modern art and extremely comfortable furniture. Minutes away from local coffee shops, bars, boutiques, and public transit--you have unbeatable access to the lively city of New Orleans. This private home sleeps 6 guests and offers everything you need to stay comfortably and live like a local.<br /><br />Our home is professionally cleaned and sanitized using properly rated disinfectant for COVID-19, as outlined by the WHO.<br />Licenses: 20-CSTR-01731, 20-OSTR-30075<br /><br /><b>The space</b><br />Your home quarters share a huge backyard terrace with the neighboring units. Just 5 minutes east of Oretha Castle Haley Blvd and 10 minutes from the French Quarter you have easy access to all nearby attractions. <br /><br />The home is fully furnished and decorated with curated antiques and art, along with top of the line ","Central City is now an up-and-coming neighborhood originally established in the early 19th century located near the Central Business and Garden Districts and a short drive southeast of the French Quarter. <br />This historic neighborhood is where several famous jazz musicians got their start as well as being the birthplace of monumental moments in civil rights history such as where Martin Luther King Jr.’s Southern Christian Leadership conference was founded. <br />The main strip, Oretha Castle Haley Blvd, offers many unpretentious shops and restaurants to pop in and out of. Major nearby attractions include Martin Luther King Jr. statue, the Southern Food and Beverage Museum, Ashe Cultural Arts Center and live music at the New Orleans Jazz Market.",232296790,2018-12-24,"New York, New York, United States",,,,f,13.0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,Lower Garden District,t,Milan,29.93829,-90.09738,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,"[""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Room-darkening shades"", ""Coffee maker"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Single level home"", ""Cooking basics"", ""Private entrance"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Smart lock"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Crib"", ""Smoke alarm"", ""BBQ grill"", ""First aid kit"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Bathtub"", ""Dedicated workspace"", ""Backyard"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer""]",$151.00,2,45,t,16,41,41,43,31,16,3,2020-05-01,2021-11-02,4.16,4.45,4.42,4.77,4.42,4.26,4.29,"20STR-20983, 20-OSTR-01731",t,1.67
42939195,The Valentino | 3 BR Lush Green Getaway with Sunny Backyard Terrace,"Experience the Big Easy in this lively green and golden suite. This 3 bed/2 bath home will ensure a cozy stay and is a short drive to the French Quarter. The apartment blends modern art and extremely comfortable furniture. Minutes away from local coffee shops, bars, boutiques, and public transit--you have unbeatable access to the lively city of New Orleans. This private home sleeps 6 guests and offers everything you need to stay comfortably and live like a local.<br /><br />Our home is professionally cleaned and sanitized using properly rated disinfectant for COVID-19, as outlined by the WHO.<br /><br />Licenses: 20-CSTR-01550, 20-OSTR-30075<br /><br /><b>The space</b><br />Your home quarters share a huge backyard terrace with the neighboring units. Just 5 minutes east of Oretha Castle Haley Blvd and 10 minutes from the French Quarter you have easy access to all nearby attractions. <br /><br />The home is fully furnished and decorated with curated antiques and art, along with top of th","Central City is now an up-and-coming neighborhood originally established in the early 19th century located near the Central Business and Garden Districts and a short drive southeast of the French Quarter. <br />This historic neighborhood is where several famous jazz musicians got their start as well as being the birthplace of monumental moments in civil rights history such as where Martin Luther King Jr.’s Southern Christian Leadership conference was founded. <br />The main strip, Oretha Castle Haley Blvd, offers many unpretentious shops and restaurants to pop in and out of. Major nearby attractions include Martin Luther King Jr. statue, the Southern Food and Beverage Museum, Ashe Cultural Arts Center and live music at the New Orleans Jazz Market.",232296790,2018-12-24,"New York, New York, United States",,,,f,13.0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,Lower Garden District,t,Milan,29.93863,-90.09706,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,"[""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Room-darkening shades"", ""Coffee maker"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Single level home"", ""Cooking basics"", ""Private entrance"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Smart lock"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Crib"", ""Smoke alarm"", ""BBQ grill"", ""First aid kit"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Bathtub"", ""Dedicated workspace"", ""Backyard"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer""]",$182.00,2,45,t,15,40,43,45,33,20,2,2020-05-23,2021-10-26,4.42,4.58,4.55,4.73,4.48,4.3,4.42,"20STR-01150, 20-OSTR-01731",t,1.85
42963787,⚜️ The Bonaparte ⚜️ Corner Penthouse with a View,"Guest Access – Each guest will receive full access to the comforts of the suite through a front door key code. Rest easy knowing the security of the home and the amenities of a stylish condominium are at the touch of a finger.<br /><br />Service – Our mission is to help you enjoy a grand New Orleans experience. We are available for guest needs at all times and will promptly respond to any issues. Also, do not hesitate to contact us if there is anything that we can do to make your stay more comfortable and pleasant.<br /><br />Proximity – The Bonaparte is nestled centrally to attractions of all types! Shopping, Bourbon Street, fine dining, historical tours, and so many more are all a short walk away. If you don't enjoy walking, no worries – the Bonaparte is a 5 minute Uber from other awesome attractions besides the French Quarter like Frenchman Street, the Garden District, City Park, and countless others! <br /><br />Dine at some of New Orleans's best that are all accessible by foot: Em",,293742020,2019-09-10,"New Orleans, Louisiana, United States",within an hour,100%,100%,t,38.0,"['email', 'phone']",t,Central Business District,t,Central Business District,29.94471,-90.06537,Entire rental unit,Entire home/apt,8,2 baths,2.0,4.0,"[""TV with standard cable"", ""Hair dryer"", ""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Room-darkening shades"", ""Coffee maker"", ""Dryer"", ""Fire extinguisher"", ""Gym"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Babysitter recommendations"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Patio or balcony"", ""Elevator"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Pocket wifi"", ""Hot water"", ""Crib"", ""Smoke alarm"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Bathtub"", ""Dedicated workspace"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Cable TV""]",$360.00,1,365,t,21,44,71,325,1,1,1,2021-11-01,2021-11-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"19STR-00330, 20-OSTR-00330",t,1.0
42963981,The Villars Suite - just renovated!,"***NOTICE: As a result of the Covid-19 crisis we are temporarily renting the micro-apartment units for a minimum 30 day stay. We will include cooking burners at the kitchenette. Please note these are completely private units with exterior entrances to them. *** <br />Two years ago three locals purchased a beautiful old house with a storied history on half an acre in mid-city.<br /><br /><b>The space</b><br />This suite has a living room with a queen sofa bed, wet bar with mini fridge and Keurig, bathroom with tub/shower combo, and bedroom with a queen bed.<br /><br />Originally built in the 1800s and left in disrepair after Hurricane Katrina, Campeche is a labor of love by a small group of locals living nearby. Purchased in the spring of 2015, a full renovation gave us eight beautiful suites, a charming common space with kitchen, and two large porches sitting on half an acre right in the middle of the city.<br /><br />Our name and our spirit are both inspired by Jean Lafitte, a name bi","Take a walk in our neighborhood of MidCity and you might come across a parade, the farmer's market, or a miniature horse on a leash (there's a neighborhood pig, too!). We're just two blocks from the Lafitte Greenway, eight blocks to Jazz Fest and City Park, and six blocks to the streetcar. We're walking distance from the brand new Broad Theater, several coffee shops, and Whole Foods.",228884211,2018-12-03,"New Orleans, Louisiana, United States",within an hour,87%,100%,f,8.0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Bayou St. John,t,Bayou St. John,29.96972,-90.0859,Entire guest suite,Entire home/apt,4,1 bath,1.0,2.0,"[""TV"", ""Fire extinguisher"", ""Air conditioning"", ""Smoke alarm"", ""Iron"", ""Heating"", ""Private entrance"", ""Hangers"", ""Shampoo"", ""Free parking on premises"", ""Keypad"", ""Patio or balcony"", ""Free street parking"", ""Essentials"", ""Kitchen"", ""Long term stays allowed"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer""]",$67.00,30,90,t,0,0,0,0,0,0,0,,,,,,,,,,,t,
42972199,⚜️ The Library ⚜️ Penthouse with a Superior Balcony & Activities,"​​​​​​​PERMIT NUMBER: 20-CSTR-30945<br /><br />New Orleans Luxury Rentals is the exclusive operator of this property. We do not allow local residents, large groups, events, parties, photo shoots or gatherings of any kind. Bride/Groom wedding day preparations and bachelor/bachelorette groups are allowed.<br /><br />A maximum of two rollaway beds per rental unit are available for use during your stay for an additional fee of $25 per night, per bed and subject to availability. Please communicate with our staff well in advance to reserve and have ready on arrival.<br /><br />Cleanliness: We're committed to creating a safe & comfortable experience for our guests. Our full-time housekeeping staff has been trained to thoroughly clean each space in accordance with CDC and WHO guidelines. We've put safety seals on high-touch items, stocked our common area with complimentary hand sanitizer and added social distancing signage. Each space is carefully designed and run by us, so you'll always know ",,293742020,2019-09-10,"New Orleans, Louisiana, United States",within an hour,100%,100%,t,38.0,"['email', 'phone']",t,Central Business District,t,Central Business District,29.94625,-90.06514,Entire rental unit,Entire home/apt,4,2.5 baths,2.0,2.0,"[""TV with standard cable"", ""Hair dryer"", ""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Room-darkening shades"", ""Coffee maker"", ""Dryer"", ""Fire extinguisher"", ""Gym"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Babysitter recommendations"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Patio or balcony"", ""Elevator"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Pocket wifi"", ""Hot water"", ""Crib"", ""Smoke alarm"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Bathtub"", ""Dedicated workspace"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Cable TV""]",$360.00,1,365,t,19,47,77,331,2,2,0,2021-04-17,2021-08-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"19STR-25201, 20-OSTR-00330",t,0.29
42983556,PERFECT&SAFE LOCATION-Lower Garden-off Magazine st,"IF YOUR ACCOUNT IS NEW OR HAS 1 REVIEW PLEASE MESSAGE US BEFORE BOOKING. Fantastic location!  Spacious renovated Lower Garden District gem. Private gated parking. Steps from the vibrant Magazine street with many bars, restaurants, shops. 5minute walk to St. Charles where you can catch a tram, get a 24hr pass for $3! Morning/evening walks around Garden District will make you fall in love with NOLA. Many paid tours will bring you here too. Top speed wifi for those who work from home.<br /><br /><b>The space</b><br />Two bedrooms with a king bed in the master bedroom and 2 full beds in the second bedroom. Master bathroom upstairs, with bathtub and shower (separately). Half bathroom is on the ground floor. AC is new, with UV light installed to filter all the air of potential allergens and viruses. <br />Spacious (1400sq ft), comfortable, with everything you need: plenty of dishes, utensils, cooking spices, towels, toiletries, linens. Private gated parking, and plenty of street parking.<br ",,262533084,2019-05-18,"San Francisco, California, United States",within an hour,100%,99%,t,4.0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",t,Lower Garden District,t,Lower Garden District,29.933,-90.07456,Entire residential home,Entire home/apt,4,1.5 baths,2.0,3.0,"[""Free driveway parking on premises \u2013 1 space"", ""Free washer \u2013 In unit"", ""Hair dryer"", ""Refrigerator"", ""Central air conditioning"", ""Dedicated workspace: monitor, desk, and office chair"", ""Essentials"", ""Hot water kettle"", ""Room-darkening shades"", ""Microwave"", ""Conditioner"", ""Coffee maker"", ""Body soap"", ""Fire extinguisher"", ""Cooking basics"", ""Clothing storage: dresser, closet, and walk-in closet"", ""Private entrance"", ""Babysitter recommendations"", ""Baking sheet"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Private patio or balcony"", ""Free dryer \u2013 In unit"", ""Dining table"", ""Ceiling fan"", ""Bed linens"", ""Kitchen"", ""Shared fenced garden or backyard"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Wine glasses"", ""First aid kit"", ""Toaster"", ""Stove"", ""Shower gel"", ""Long term stays allowed"", ""Bathtub"", ""Cleaning products"", ""Lockbox"", ""Freezer"", ""43\"" HDTV with standard cable"", ""Laundromat nearby"", ""Iron"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Central heating"", ""Dishes and silverware"", ""Free street parking"", ""Wifi"", ""Oven"", ""Cable TV""]",$200.00,6,365,t,14,37,67,110,8,8,1,2021-07-19,2021-11-06,5.0,5.0,5.0,5.0,5.0,5.0,4.75,"20STR-00000, 20OSTR-00000",t,2.14
43000555,La Maison Orleans,"New Orleans duplex boasting high ceilings; Neighboring Tremé, the Marigny, Bayou St. John and New Orleans Fairgrounds. Just minutes from many amenities/attractions in New Orleans, including Morrow’s, Harrah’s, Frenchmen St., and the French Quarter. Property has 3 bedrooms and 1 full bathroom with fenced courtyard. This is not a traditional shotgun home. All bedrooms are accessed from the hallway. Off street parking available.<br /><br /><b>The space</b><br />Entire home",,342339089,2020-03-23,"New Orleans, Louisiana, United States",within a few hours,100%,100%,f,0.0,"['email', 'phone']",t,St. Roch,f,St. Roch,29.97857,-90.05615,Entire residential home,Entire home/apt,3,1 bath,3.0,3.0,"[""Air conditioning"", ""Host greets you"", ""Security cameras on property"", ""Essentials"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Free parking on premises"", ""Washer"", ""Long term stays allowed"", ""Cleaning products"", ""Heating"", ""Dishes and silverware"", ""Wifi"", ""Hair dryer""]",$100.00,30,30,t,0,28,58,333,1,1,1,2021-10-31,2021-10-31,5.0,5.0,5.0,5.0,5.0,2.0,5.0,,f,1.0
43011596,Home Away from Home,"Light airy one-bedroom apartment facing the streetcar tracks in downtown New Orleans in an 1850’s historic building. Near City Hall and Tulane and LSU hospitals. Walk to grocery or pharmacy. Many restaurants offering delivery or pickup are nearby. Modern renovation with a complete kitchen and laundry in the unit.<br /><br /><b>The space</b><br />Professionally decorated furnished luxury apartment in a downtown renovated historic building!<br /><br /><b>Guest access</b><br />This is a private apartment. The building has a small 1st-floor lobby shared by all residents.<br /><br /><b>License number</b><br />20STR-21366, 20-OSTR-21337","Located right in the heart of New Orleans, 3 blocks from the French Quarter, right on the streetcar line. Walking distance to grocery and pharmacies.",53372927,2016-01-05,"New Orleans, Louisiana, United States",within an hour,97%,97%,t,9.0,"['email', 'phone', 'reviews', 'offline_government_id', 'kba', 'government_id']",t,Bayou St. John,t,Central Business District,29.95033,-90.07282,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Air conditioning"", ""Essentials"", ""Coffee maker"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Private entrance"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Washer"", ""Long term stays allowed"", ""Indoor fireplace"", ""Iron"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Wifi"", ""Hair dryer""]",$135.00,2,1125,t,9,31,51,104,31,29,1,2020-10-17,2021-10-27,4.84,4.97,4.9,4.97,4.9,4.94,4.94,"20STR-21366, 20-OSTR-21337",f,2.4
43066689,Modern Lux Home Near Street Cars w Concierge!,"No parties allowed.<br /><br />•Treme w/Porch, Courtyard! Walk to food, drink & music. <br />•Whole Foods right around the corner as well as a trace to walk or bike on!<br />•Truly the perfect little place for a comfortable stay close to downtown and the French Quarter. <br />•Great for small groups exploring New Orleans or business travel.<br /><br />Our properties have a pet fee dependent on size.<br /><br /><b>The space</b><br />Arrangements below:<br />Master Bedroom - One Queen Sized bed with an attached master bath equipped with a shower and toilet.<br />Bedroom 2 - One equipped with a Queen sized.<br />Kitchen- Open concept kitchen with solid wood floors and counters.<br />Courtyard - Spacious backyard <br /><br />You will fall in love with the Treme, especially with its location close to all the events in New Orleans.<br /><br /><b>Guest access</b><br />Guests will have uninterrupted access to the entirety of this home - 2 bedrooms, 2 bathrooms, kitchen, & living area.<br /><br","Faubourg Tremé- America's Oldest African American Neighborhood & The Birthplace of Jazz<br /><br />The Faubourg Tremé, or as it is more frequently referred to, Tremé, is not only America's oldest black neighborhood, but was also the site of significant economic, cultural, political, social, and legal events that have shaped the course of events in Black America for the past two centuries.<br /><br />The Cabin is in the heart of everything without being in the middle of the traffic and confusion of downtown living.  The French quarter is a casual 10 minute walk* or a $5 uber ride. The neighborhood has seen its share of ups and downs, but is fast becoming one of the most up and coming neighborhoods in the city.  The house is within easy walking distance of several bars and local eateries, including two of New Orleans' most historic restaurants, Willie Mae's Scotch House and Dooky Chase's and right around the corner from the renovated Carver Theatre and famous Ooh Poo Pah Doo Bar.  We are",393425768,2021-03-20,US,,,,f,82.0,"['email', 'phone']",t,,f,Tulane - Gravier,29.96541,-90.08727,Entire residential home,Entire home/apt,6,2 baths,2.0,3.0,"[""Air conditioning"", ""Refrigerator"", ""Security cameras on property"", ""Essentials"", ""Microwave"", ""Fireplace guards"", ""Coffee maker"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Baking sheet"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Stove"", ""Shower gel"", ""Washer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Window guards"", ""Backyard"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Keypad"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer""]",$158.00,2,90,t,13,43,73,73,67,47,3,2020-12-23,2021-10-31,4.57,4.81,4.3,4.93,4.9,4.63,4.63,"19STR-21738, 19-OSTR-1998",t,6.28
43069914,New Orleans Home with a View,"Bright 1-bedroom apartment with big double-hung sash windows facing the streetcar tracks. The unit is located in downtown New Orleans in a renovated 1850’s historic building. It's close to City Hall and Tulane and LSU hospitals and an easy walk from the nearby grocery and pharmacies. Many restaurants offering delivery or pickup are nearby. Modern renovation with a complete kitchen and laundry in the unit.<br /><br /><b>The space</b><br />Small luxury condo building in the heart of downtown.  The unit features a fully equipped kitchen and clothes washer and dryer. The mixed-use historic building has a private residential lobby with secure entry and onsite management.<br /><br /><b>License number</b><br />Exempt: This listing is a licensed hotel, motel, or bed and breakfast",95 Walkscore - A walker's and biker's Paradise!  located in the historic central business district between the French Quarter and the Warehouse District.  Walking distance to grocery and pharmacies.,53372927,2016-01-05,"New Orleans, Louisiana, United States",within an hour,97%,97%,t,9.0,"['email', 'phone', 'reviews', 'offline_government_id', 'kba', 'government_id']",t,Bayou St. John,t,Central Business District,29.95025,-90.07089,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""TV with standard cable"", ""Hair dryer"", ""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Hangers"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Washer"", ""Long term stays allowed"", ""Iron"", ""Heating"", ""Dishes and silverware"", ""Wifi"", ""Oven"", ""Cable TV""]",$135.00,2,1125,t,8,28,50,116,29,24,2,2021-08-23,2021-10-18,4.72,4.86,4.66,4.83,4.76,4.86,4.72,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast",f,11.3
43088011,Stylish Arts District Loft in Historic Building,"Two story loft in the exciting warehouse district has two master suites with full baths, a fully equipped kitchen, dining area, walk-in closets, cable, WiFi, Apple TV, in unit washer and dryer, and tons of old world charm. Beautiful exposed brick and beams, iron work, New Orleans art prints, quality linens and kitchenware give the loft style and comfort.   <br /><br />Please note that this property only allows a 3-month minimum stay and requires a short term lease.<br /><br /><b>Guest access</b><br />This beautiful historic building has secured access, park-like grounds, outdoor grilling and entertainment areas, party room, heated pool, and renovated 24 hour gym. Building is secured at gate and has doorman in the lobby. Pool, gym and outdoor grilling & dining areas are available to all. 24-hour gym access. Laundry is located within the unit. Parking is available with additional fee.<br /><br /><b>Other things to note</b><br />This building only allows a 3-month minimum stay.","The location boasts proximity to the best of New Orleans: walk steps to the galleries on Julia Street, the Ogden Museum of Southern Art, the WWII Museum, and the  Insectatarium. Also, some of the best restaurants in NOLA like Couchon, Peche, Emeril and more are a short walk away. Stroll down to the French Quarter, the Outlet Collection at Riverwalk, and Woldenberg Park. Find the Lower Garden District in a 15 minute walk. Central to the Superdome & Smoothie King arenas and the Convention Center. Local transportation is in walking distance (3 blocks) to the Street Car line and 6 blocks to the RTA bus line. Uber and Cabs are available curbside.",225450774,2018-11-12,"Redondo Beach, California, United States",,,100%,f,0.0,"['email', 'phone', 'offline_government_id', 'government_id']",t,Lower Garden District,t,Lower Garden District,29.94185,-90.06755,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,2.0,"[""Hair dryer"", ""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Dedicated workspace: office chair and desk"", ""Coffee maker"", ""Dryer"", ""Fire extinguisher"", ""Gym"", ""Cooking basics"", ""Private entrance"", ""Clothing storage: dresser and walk-in closet"", ""Baking sheet"", ""Dishwasher"", ""Hangers"", ""Dining table"", ""Ceiling fan"", ""Elevator"", ""Bed linens"", ""Kitchen"", ""Building staff"", ""Shared fenced garden or backyard"", ""Hot water"", ""BBQ grill"", ""Smoke alarm"", ""Wine glasses"", ""First aid kit"", ""Gas stove"", ""Toaster"", ""Outdoor dining area"", ""Washer"", ""Long term stays allowed"", ""Bathtub"", ""Cleaning products"", ""Shared pool"", ""Freezer"", ""Iron"", ""Heating"", ""Outdoor furniture"", ""HDTV with Apple TV, standard cable"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Cable TV""]",$90.00,90,1125,t,2,32,62,337,1,1,0,2021-05-29,2021-05-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,0.18
43091708,"6 bedroom duplex, by Tulane Univ. near street car","Fully Furnished 6 Bedroom short gun apartment, located in uptown university area and best school district of new Orleans, 4 blocks to Tulane university, 4 blocks to St. Charles street and street car stop (the major public transpotation of new orleans), which takes you right to downtown CBD and French Quarter; also many bus lines in closeby.",,48187766,2015-11-04,"New Orleans, Louisiana, United States",within a day,100%,58%,t,21.0,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'identity_manual']",t,Uptown,t,East Carrollton,29.94354,-90.12832,Entire rental unit,Entire home/apt,12,2 baths,6.0,7.0,"[""Dryer"", ""Air conditioning"", ""Smoke alarm"", ""Heating"", ""Refrigerator"", ""Private entrance"", ""Hangers"", ""Free parking on premises"", ""Washer"", ""Essentials"", ""Long term stays allowed"", ""Wifi"", ""Dedicated workspace""]",$395.00,30,1125,t,30,60,90,180,0,0,0,,,,,,,,,,,f,
43095183,Crashpad 5 Blocks to the Quarter,"Available for longer term stays to healthcare professionals fighting covid-19 and also those in need of alternate accommodations during this time. This quintessential 2 bedroom 1 bath is 5 blocks to the French Quarter.<br /><br /><b>License number</b><br />19STR-17214, 19-ostr-17214",,237867348,2019-01-20,"Chalmette, Louisiana, United States",within a few hours,97%,77%,f,0.0,"['email', 'phone', 'offline_government_id', 'government_id']",t,South 7th Ward,f,Seventh Ward,29.96867,-90.06116,Entire residential home,Entire home/apt,6,1 bath,2.0,6.0,"[""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Hangers"", ""Shampoo"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Stove"", ""Shower gel"", ""Washer"", ""Long term stays allowed"", ""Bathtub"", ""Backyard"", ""Iron"", ""Heating"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer""]",$500.00,1,1125,t,0,0,27,293,0,0,0,,,,,,,,,,"19STR-17214, 19-ostr-17214",f,
43096878,2 bedrooms 5 beds in the heart of French Quarter,"Located in the French Quarter, this absolutely stunning newly renovated (2019) 2 bedroom is at least twice the size of large standard hotel rooms in the French Quarter.  Approximatley 1000 square feet with fully stocked kitchen and bath.  Just bring your tooth brush.<br /><br /><b>The space</b><br />One Block from the Mississippi River. Central AC/Heat, Stainless Appliances including Full Size Washer/Dryer, High Ceilings & French Quarter Views. Exposed Brick & Historic feel bring the property to life. Parking Options Across Street.<br /><br /><b>Guest access</b><br />There's a lockbox on the front door and another on the 3rd floor for 24 hour access.<br /><br /><b>License number</b><br />19STR-00507, 19-OSTR-00356",The building is in the French Quarter and faces the Mississippi River.  Just 3 short blocks to Bourbon Street and/or Jackson Square.,210721312,2018-08-20,"New Orleans, Louisiana, United States",within an hour,100%,99%,t,7.0,"['email', 'phone', 'offline_government_id', 'government_id']",t,French Quarter,t,Central Business District,29.95028,-90.06688,Entire condominium (condo),Entire home/apt,6,1 bath,2.0,5.0,"[""Air conditioning"", ""Refrigerator"", ""Security cameras on property"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Carbon monoxide alarm"", ""Paid parking on premises"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Lockbox"", ""Iron"", ""Heating"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Paid parking off premises"", ""Hair dryer""]",$168.00,1,1125,t,6,18,48,302,73,66,5,2020-06-30,2021-11-06,4.78,4.85,4.66,4.81,4.81,4.93,4.82,"19STR-00507, 19-OSTR-00356",t,4.42
